Text,ToxiGen Score,toxic,severe_toxic,obscene,threat,insult,identity_hate
"April 2006 (UTC)

 Wikipedia:Colours 

much thanks for fixing/improving the table code.  
No reason, maybe add the info where you found the values, is that in common.css?   
all the styles are embedded. highly-repetitively. if you know your way around mediawiki, i've been asking everywhere for a css guru to clean up all the redundancy on the Main Page wikicode. (like we dont all have enough to do already, eh? ;) so many projects, so few minions... 10:52, 11",0.14019835507497191,0,0,0,0,0,0
"Dear Mokele,
You have no right to tell people to die in a fire. Just because that IP address is being used for vandilism does not mean you can talk to people like that. You are in fact a bigger loser than the person who you block.",97.07785248756409,1,0,0,0,1,0
"""

 Peter the Roman 

Can some one place this and remove the Argentinian Chap from the Prophecy which is not part of, and replace it with this information, and place his coat of arms. Any questions just e-mail me.   

""""Tarcisio Pietro Evasio Bertone was incharge of the Vatican from 28 February to 13 March 2013 thus the Prophesy of St Malachi is fulfilled.""""""",0.24636141024529934,0,0,0,0,0,0
"RfC

You pretty much blew through my respect when you tried to demand I give up my adminship. My position is very, very simple - the AfDs were invalid. They should not have been filed. I fixed the mistake.",0.12850802158936858,0,0,0,0,0,0
"""
...I don't delete material that complies with WP policy...(according to your own POV/interpretations)Wiki BADASS Woo 2U """,0.09153659921139479,0,0,0,0,0,0
and revert his edits,0.0892395677510649,0,0,0,0,0,0
"""

 Capitalization 

Please stop changing lower-case common nouns to upper case, as in """"... the company has ..."""" -> """"... the Company has..."""". WP:MOSCAPS notes that Wikipedia avoids unnecessary capitalization; proper nouns and the first word in a sentence are capitalized, and not much more.  yack """,0.09624069789424539,0,0,0,0,0,0
See claim three here: http://onlinelibrary.wiley.com/doi/10.1111/mepo.12003/full#ss2 That is a reliable source.,0.10647972812876105,0,0,0,0,0,0
"""
If he is the community manager, then first of all it's a conflict of interest for him to be editing this, and second of all, he has the power to say explicitly on his site that there is no release date. Otherwise, despite who he may be, his position is incompatible with Wikipedia policies. SWATJester Son of the Defender """,0.11684222845360637,0,0,0,0,0,0
"""

 Please do not vandalize pages, as you did with this edit to Boiling-point elevation. If you continue to do so, you will be blocked from editing.    """,0.1521246274933219,0,0,0,0,0,0
"Hi Collectonian, it obviously wasn't appropriate, and I agree with the warning given by  Vicenarian.",0.09917090646922588,0,0,0,0,0,0
"""

 A request... 

, in the future please sign after your  tags on the Photography workshop page. While a bot is currently doing it for you... i.e. """"— Preceding unsigned comment added by   """,0.12320715468376875,0,0,0,0,0,0
and Capital gains tax,0.09900247678160667,0,0,0,0,0,0
"""

Merge
Both articles should be merged.  (Operibus anteire) """,0.08218178991228342,0,0,0,0,0,0
"""
Everywhere. Though I might just start going thru the secure server all the time, because I have a similar issue with the popups userinfo grabber. –xenotalk """,0.08266170625574887,0,0,0,0,0,0
"""

I agree with , there's no need to keep unclear concepts and wording when a better alternative exists. Also I'd ask  to not revert using source as a reason, when source is actually a book of his authorship. WP:COI and WP:SPS comes to mind...  TxT """,0.07618948584422469,0,0,0,0,0,0
"Support

I and all the other Sikh Wikipedians on Wikipedia support you on Singh you are correct. I completely agree with Sikh Historian. I'm busy at the moment but if we need to get Harrybabar permanently blocked then it should happen because his vandalism is unacceptable.",0.40499577298760414,0,0,0,0,0,0
"""

 Bulgars 

omg!! you are an admin and you protect the people who vandalise the """"Bulgars"""" article. these attackers are pan-slavic ultra-nationalists and they dont want to see the word beginning with """"Turk"""". you help them remove reliable sources. Old Bulgars are changing into slavs by your hand... great!  """,97.7421224117279,0,0,0,0,0,0
"You must be logged in to upload files. 

So In other words I have to sign up just to add 3 things to 1 entry.

To hell with that!!!!! This place can ROT for all I care!!!

75.8.35.177",56.546443700790405,0,0,0,0,0,0
"McKinsey & Company ==

I think the best route would be to drop a note at WP:BUSINESS. (T / C / WP:FOUR / WP:CHICAGO / WP:WAWARD) 

==",0.08433733019046485,0,0,0,0,0,0
"Message- Long time, no talk 

I was just pottering around on Wiki, and suddenly I thought of you. So anyway, how ya going? I hope we can get along now.

Anyway, there is an issue that I have, that has to do with Wikipedia. A user on here had been stalking me and asking some innapprpriate questions. Do you have any ideas of what I could do. I know that user is also from Australia. Could the police here do any thing?

Cheers for now!

122.106.27.175",0.10887992102652788,0,0,0,0,0,0
"Salutations J.A.P., welcome to Wikipedia. Perhaps you might find WP:HOCKEY of interest.",0.10093167657032609,0,0,0,0,0,0
Be careful who you call a moron.,99.70971345901489,1,0,0,0,0,0
""" 
|-
|}
mark nutley has suggested, """"Instead of people edit warring they really ought to use the newest sources. """"Three to five million of this number died in Ukraine and in the heavily Ukrainian-populated northern Kuban, among the richest grain producing areas in Europe.""""""""
[Norman M. Naimark. Stalin's Genocides Princeton University Press, 27 August 2010, p. 70][http://books.google.com/books?id=F3UwF1eqb0AC&lpg;=PP1&pg;=PA70#v=onepage&q;&f;=false""",0.5975502543151379,0,0,0,0,0,0
"Gay 

The existence of CDVF is further proof that  is a sad twat. He is also very ugly, and has a willy for a face.",99.60404634475708,1,0,1,0,1,1
"Looks good to me. I think a nice pic of Midtown from across the East River would be the best possible addition to the montage, but there isn't one currently available on wiki commons.",0.07849864196032286,0,0,0,0,0,0
"Perhaps the question is more of philosophy than of mathematics, and we don't have any regulars at WikiProject Math who are philosophers of mathematics?  (t | c)",0.08545332821086049,0,0,0,0,0,0
"Except for the fact that there's no information for the table, NO confirmation on number of episodes (why don't you just put 50 in?), so it's just clutter - and NOT vandalism. 220.245.146.235",0.08926635491661727,0,0,0,0,0,0
"Right  on may 26, 1863 which is not the stars and bars ( )",0.08015423081815243,0,0,0,0,0,0
Perhaps GoodDay you could provide a diff for this thought as I am unaware of it. BTW I hope the move is going/went ok!,0.08124847081489861,0,0,0,0,0,0
"""
 It is also unfair that I can't respond to the allegations.  (talk) """,0.08123783045448363,0,0,0,0,0,0
I NEVER FUCKING MADE THIS MOTHER FUCKING ARTICLE I JUST FUCKING EDITED IT AND THAT WAS A FUCKING LONG TIME AGO FUCKING ASSHOLES! PISSING ME OFF @,99.73269701004028,1,0,1,0,1,0
"Fucked with the wrong muchacho.  21:19, July 23, 2005 (UTC)",99.71919655799866,1,0,1,0,0,0
"Thanks but an unblock would be a compromise.  I live on the margins here, creating articles on various subjects, then see them deleted. It's a form of performance art.  Many of them don't get deleted.  Medieval philosophy is still there and History of Logic, to name a few.  I'm one of those people they just don't know what to do with, and I like it like that.  86.184.133.167",0.11563802836462855,0,0,0,0,0,0
""":Yes, I do hope to get it to GA status in the future. ) WP:MOSTV states that for fictional characters, their storylines should come first, and then the information on their creation and characterization. It makes more sense to read about what storylines the character has been involved in, before going into the production of it all. The same style is used for articles on books, films and television shows/episodes. '''16 

""",0.07572363247163594,0,0,0,0,0,0
"Hi 

Im a fucking bitch.

50.180.208.181",99.73046779632568,1,1,1,0,1,0
"Please educate me as to how this article is a copyright infringement and, if so, from which source. Once this has been established could you explain how best to rectify the situation. Thank you",0.08823023526929319,0,0,0,0,0,0
"Men's ranking Figure: While nice to look at, misses key time between 2010 Olympics and 2010 World Championships 

That's all there is to it in the title. IIHF lists a 2010 post-olympics ranking, and 2010 ranking (presumably post-WC). To exclude this period is incorrect, as it is a time where Canada was ranked 1st overall, Russia 2nd. The same issue will happen this year as rankings will change twice (after Olympics and again after WC).70.73.141.146",0.0747815181966871,0,0,0,0,0,0
There are many broken nostrils in this pancreas,0.7018338888883591,0,0,0,0,0,0
"That last line (the new version is better) is YPOV.  This 'new'(your) version just complicates the issue and makes the article less simple to read.  Tell me, why MUST Boston be mentioned as a cultural and business hub at all?  This seems to be at the heart of your bias.  It appears as you want the viewers to get from reading it that Boston is somehow the nerve center and city that New England revolves around and looks up to.  Why MUST this illusion be on the page?",0.12198996264487505,0,0,0,0,0,0
"(UTC)
It sounds wrong because first it reads are which is present-tense-ee and then it reads used which is the past tense, i reworded the whole thing to past-tense because we are discussing already published works as opposed to works being published or yet to be published.   Arnfjörð [ Bjarmason]  10:21, 2004 Sep 12",0.0806995143648237,0,0,0,0,0,0
And you took your time to answer.,0.09831594070419669,0,0,0,0,0,0
"""

 Yobot: incorrect DEFAULTSORT 

Hi, Yobot  an incorrect DEFAULTSORT. It's puzzling as to why it didn't recognize the article as being about a person. Among other clues, it included birth and death dates at the top, as well as a  (which Yobot substituted to additionally include the correct DEFAULTSORT).  • XAЯAbИAM """,0.08810120052658021,0,0,0,0,0,0
Add Mobile porn as additional WP:ALSO link,0.18874643137678504,1,0,0,0,0,0
"Smer-SD 

Why is the Slovak party Smer-SD between Non-Inscrits? They are regular Socialists. They used to be out of PES, but that was settled pretty long ago. Liberal Nationalist",0.1138028921559453,0,0,0,0,0,0
"""
I want to offer you a tremendous """"thank you"""" for your suggestions, which I believe will be paramount to the successful inclusion of RantMedia.  I've vastly improved the article since the AfD nomination as well as  since yesterday afternoon.  I wasn't clear to me what was necessary to be done with the article, and you were truly the first to really answer my question of """"what is it going to take?"""".  So from the bottom of my heart, thank you.  ₪—  (T·C) """" """,0.0762241252232343,0,0,0,0,0,0
"A friendly advice, if you have to refer to me, kindly use Cult Free and not only Cult. )",0.10109753347933292,0,0,0,0,0,0
"""

Great links, IMO the American people are on the whole good and decent, but the so called leaders are fully controlled by an Elite bent on domination and control. This whistelblower says the same. .  talk """,1.7725594341754913,0,0,0,0,0,0
"40 Percent Koreans eat Dog Meat ( Koreans have tried). Not regular Korean Food Diet.
Don't genearalize or finger point that all Koreans eat Dogmeat. That isn't true.",0.31320489943027496,0,0,0,0,0,0
Support Lets protect and save this page from User:Balagonj786. This page has full of errors and invalid references.,0.092153629520908,0,0,0,0,0,0
"Apparently - I thought Tom was offline and filed an edit-warring report, and YellowMonkey picked it up before Tom mentioned the page protection.  We'll see if it sticks.",0.07828003726899624,0,0,0,0,0,0
"Newsletter draft ready 

Hi Dank,

I have prepared an initial draft of our drive wrap-up newsletter at Wikipedia:WikiProject Guild of Copy Editors/Newsletters/April 2012; if you could find the time to check it over before it goes out, that would be super. Thanks.",0.08352868026122451,0,0,0,0,0,0
should be omitted entirely''.,0.1127005903981626,0,0,0,0,0,0
"Is that not a true description on a booger, if not then prove to me what is!",0.32052656169980764,0,0,0,0,0,0
"Stay off my talk page, stalker. 12.39.2.83",0.7964338175952435,0,0,0,0,0,0
"Anthony de Mello 

Hi I need this page written: Anthony de Mello. It currently redirects to a priest. Do you have any suggestions on the dab title (cricketer)?",0.24430393241345882,0,0,0,0,0,0
"""
Thanks! And happy new year to you too!   ''''''  Let's talk about it! """,0.07740230648778379,0,0,0,0,0,0
more mature way. Central posted 6,0.10677725076675415,0,0,0,0,0,0
"Stop Vandalizing my USERPAGE! 

I know it's someone from here.",0.32700079027563334,0,0,0,0,0,0
Oppose. I do not think a merge is a good idea.,0.09643491939641535,0,0,0,0,0,0
"Maybe, but that does not lead to the conclusion that the TAIP aircraft remained in Africa and did not return back after ferrying the soldiers. The article on colaco.net also does not shed any light on this.",0.08404668187722564,0,0,0,0,0,0
"Thanks 

Thanks for the thanks. I just leave them in my watchlist after I found an archive full of vandalism a while back. Given that it was slashdotted, I suspect we will see a bit more of it. I might get someone else to fully protect it if it continues (I can't do it because of COI). I would also like to thank you for keeping an open mind. Changing !votes is an encouraging sign of Good Faith. Regards.",0.08140814607031643,0,0,0,0,0,0
"Hello...

(If you're interested... we could really use your help!)",0.09235698380507529,0,0,0,0,0,0
"As to Job for you 

Sure thing - as soon as I find time for that. Also, I notifyed NovaNova asking him to start editing the http://en.wikipedia.org/wiki/Croatisation. This guy knows a lot about Croats and their history.",0.11510398471727967,0,0,0,0,0,0
"Oh ok, I just wanted to see what people thought. Anyway its up for CSD. Hey do you like my talk page? I hope you don't mind )    talk ER",0.0963762286119163,0,0,0,0,0,0
"Mark II subsec
I removed the Mark IIx subsections and made them bulleted lists.  There was no reason, in my eyes, to subsec one line of information. //",0.1032499480061233,0,0,0,0,0,0
"Well, i'm sorry, but attacking me and my edits is exactly what you're doing...wow, there's some seriously snotty people on wikipedia!!! And yes, there is a need to separate the featured single, 100% DEFINITLY!!!!!!!!!",4.879780486226082,0,0,0,0,0,0
"Crown Prince 

Wouldn't it have been Prince-Elect? Denmark was a elective monarchy during this time.",0.08710904512554407,0,0,0,0,0,0
"Hamish MacDonald (disambiguation)
Hello. Just to let you know that as this now only has two entries - one of this name and one with a very similar name, I have tagged it for deletion using Template:db-disambig. If you have any questions about this, please let me know. Best wishes,",0.0824744114652276,0,0,0,0,0,0
"""

 My 2-cents, as someone close to the Korean-American community: It's pretty standard practice to give both an """"American"""" and a Korean name at first. I don't know for sure that that's the case here, but wouldn't be surprised. It's probably explained in her book.   """,0.2401893027126789,0,0,0,0,0,0
"Links in Results 
A mess, links anywhere except the actual book.",0.12363838031888008,0,0,0,0,0,0
"It wasn't me that added the Glebe Park link, though I might've wikified it. I've never actually been there, so I'm afraid I won't be of much help at the moment...though I've been meaning to go look for a while.",0.08249626262113452,0,0,0,0,0,0
"Go away

Why did you revert my edit on Blowdart's user talk page? Surely thats his privelege. Users like you give wikipedia a bad name. Stop being such a busybody. 134.226.1.194",2.690635435283184,0,0,0,0,0,0
"the head  

waysssssssssss 76 pounds and feels like play dow . dont tuch them they will fall off",0.36683797370642424,0,0,0,0,0,0
"Sarek of Vulcan: Unfortunately for you, you cannot ban a fact. 

Sarek of Vulcan: Unfortunately for you, you cannot ban a fact.

Fact: Lawrencenkhoo told me here on Wikipedia that companies keep their retained profits in the bank. 

Fact: That is absolutely untrue.

Fact: Sarek of Vulcan bans me for stating that. 

Fact: Sarek of Vulcan can ban me but cannot ban facts.",0.15099102165549994,0,0,0,0,0,0
"""""""Nazi filth"""" is impolite  04:27, 20 Jan 2004 (UTC)

""",99.4536817073822,1,0,0,0,1,0
"Interesting. I checked the other case number Kunzang Lhamo cited  which can't be used for Wiki since it's original research. But going a step further, I can't find that case number on San Bernadino's Open Access, either in civil or criminal records.",0.08275206782855093,0,0,0,0,0,0
"The transcluded part of the GA review doesn't seem to update into the main talk page of the article correctly. May have to click to go to the subpage to get the most up-to-date version. Sorry, its looong. You can skim most of the content-related stuff, I guess.",0.08519599796272814,0,0,0,0,0,0
"Protecting 'Causes of the 1948 Palestinian exodus' 

Hi,

Can you explain on its talk page why you protected this article?

There is some edit warring going on, but not very heavy (for the standards of this article). Also I am a participant in a mediation case, but that concerns actually only the use of one source on this page, and is irrelevant to the present edit warring.

Therefore I was wondering about your motivation.

Regards,",0.09160212939605117,0,0,0,0,0,0
"Hello, I check this personal page very often. Please leave messages here on on the discussion page. Tks. 

Marvio",0.08780395146459341,0,0,0,0,0,0
"""
 My thanks to you for this. I note that I am being dressed down for everything from being nice to editors I like to work with, all the way to deleting messy posts from my own talk page. Well, a mess is a mess. Again, thanks Stephen. Please don't take that as gratuitous or ingratiating
-).... imacowboy """,0.2113556256517768,0,0,0,0,0,0
I don't care what you say here. I don't believe one sentence anymore.,1.0442711412906647,1,0,0,0,0,0
"Anytime you want a nightcap, tell me.",0.08695293799974024,0,0,0,0,0,0
"Globalization and 'Ivytrash' 

I am not Ivy anything.  That was my home.  I was born and raised 6 blocks from Harvard Square, and it was (once) the greatest place in this country.  I am not interested in 'globalization'.  I look at the square and see the smoking ruin of my home.  When this happens to you, I hope globalization is comfort enough for you.",0.2916592638939619,0,0,0,0,0,0
"He is, self-confessed , and approved by my observations (see, e.g., history of Soviet partisan). BTW, you're the first to object ).",0.09466224000789225,0,0,0,0,0,0
"And btw, speaking of the Armenian genocide, if we are to follow wikipedia conventions of most common name (and I don't agree Assyrian is the most common name as we also have proven many times before) we should change the name of the current article Assyrian genocide to Seyfo.",0.08941941778175533,0,0,0,0,0,0
"Belarus a developed country
Hahaha, nothing more to say  82.209.225.33",0.2074578544124961,0,0,0,0,0,0
"Censorship on Islamist Terrorism

Try not being a censor monger. Properly cited information should not be deleted.",0.8383715525269508,0,0,0,0,0,0
"If you would like to write an article of Bill's father, including his rise to CEO of Commonwealth Edison, feel free. This article is about Bill. We're not writing a chatty, book-lenth biography about him, but stating facts - same as other biographical articles in Wikipedia. The details of his father's career are irrelevant, although his (eventual) stature as CEO is not. This is yet another issue that has already been resolved.",0.08551718201488256,0,0,0,0,0,0
"""
Thanks!  Really cool tool for purposes like what I have on my userpage.  Best, Tally-ho! """,0.07830991526134312,0,0,0,0,0,0
"""

 =^_^= 

I just watched the entire series, and I agree, this entire article and several other in the suzumiya haruhi articles are all from a """"somebody who knows haruhi personally"""" sort of view.

So Im going to fix it.

 """,0.12150319525972009,0,0,0,0,0,0
"""
Agreed, will take a stab at it. It also needs major formatting cleanup and Wikifying, it sounds too much like a fan conversation - the references are all either YouTube links or """"personal communications"""". I'm trying to at least pare down the """"BEST MUSICIAN EVER!"""" statements, could use some help with the discography section too.   """,0.09770478354766965,0,0,0,0,0,0
"""
Vandalism is for e.g. this type of edit, somebody said that The Stig was leaving so I reverted it, basically I reverted it because there was no source to suggest that he was leaving, so I do know what vandalism is I just want to carry on editing Wiki, I love this place it's amazing please don't """"make me leave"""", now that I've explained myself please please unblock me (  Thanks —123 """,0.10746450861915946,0,0,0,0,0,0
"""

Baer didnt invent video games. This is jewish propaganda supported by a wiki troll named, """"Goldberg"""" Go figure. 

Hey, """"goldberg"""", try educating yourself. 

https://www.youtube.com/watch?v=EfBwz_SiK8s""",4.919919744133949,0,0,0,0,0,0
HELLO HOW DO I GET SOMEBODY TO FIX SHIT AROUND HERE?,99.61838126182556,1,0,1,0,0,0
"Dictionaries

How dare you call my contribution spam!!! I am a Kurd and I made a lsit of kurdish dictionaries. you bloody turkish nationalist and atoricity commiting bone breaking Nazi. watch out folk this slimy Turk is trying to censor the internet this is not undemocratic Turkey here, no prison cells in wikipedia you stupid Turk! And you buggers want membership to the EEC",99.63940978050232,1,0,1,0,1,1
""" December 2015 (UTC)

Thanks. I have started working on Pranagnihotra Upanishad but I am unable to get the full text from the Deussen's Sixty Upanishads (pages 646-648 do not appear in the book under Google url}. Can you suggest a url which gives the full text? In the meanwhile I have completed this short article Sharabha Upanishad which you may like to see and add/edit. Nvvchar. 01:52, 3""",0.08443977567367256,0,0,0,0,0,0
I insulted people on en.wiki with criteria to provoke my filter set. You are simply abusing the power people handed over.,0.7022496778517962,0,0,0,0,0,0
"""
Excellent! That would be great. The comments found at its peer review should also be very helpful, but I haven't had any time to actually act upon those suggestions. Cheers. —Hello! """,0.07803727639839053,0,0,0,0,0,0
"How do you know he is dead.  Its just his plane that crashed.  Jeezz, quit busting his nuts, folks.",2.9173117130994797,0,0,1,0,0,0
"""

Afican Union site vandalism

Dear BracketBot, I wrote this note to inform you that an editor is performing acts of vandalism in the website of the """"African Union"""" https://en.wikipedia.org/wiki/African_Union. Please I would appreciate if you could tell me who I should report this action?, the Board Index name is https://en.wikipedia.org/wiki/User:Knisfo

   """,0.19232506165280938,0,0,0,0,0,0
"You are a know it all.....Jimbo! 

Why don't you get a life instead of sitting in front of your computer all day. The high priestess of knowledge, indeed!",0.6116711534559727,1,0,0,0,0,0
"Ok, I just ask. For your experience, what you think about the portal?",0.08287521195597947,0,0,0,0,0,0
""", 30 December 2009 (UTC)
Don't worry, I told you I had your back, and I'll continue to defend ya. ;) Yup, we got our proof of work. When I first saw it, I was like 'That's no reliable source', cause I remember you reverted that source one time. But, when I looked over the article and saw Ref. 63 I was like 'Oh shit', so I reverted it. I'm glad you went """"going back"""". ;) I'm glad my """"two words"""" have gone on to """"save"""" me. Question: Would you like for me to expand leads on all SS members?  (Hit  21:31""",4.224947094917297,0,0,0,0,0,0
"November 2014 (UTC)

  I agree with .   Clearly Santilak is using up his usual bag of tricks. SantiLak, please discuss the article courteously and professionally. 2.177.207.221  08:38, 28",0.2284698188304901,0,0,0,0,0,0
"""
Ok, I like the pyx lax track very much indeed. If you could point me towards other greek trad music, that would be great, and greawt for me. Here are some Irish - , .  Non visto ... Provvedi """,0.13950086431577802,0,0,0,0,0,0
"where's with pitchforks already?   17:09, 16 Jun 2005 (UTC)",0.1021444913931191,0,0,0,0,0,0
"Again reinstated sentence about 7 Nobels in the first paragraph, for the reason stated above.  If others disagree that this is a defining characteristic of Bx Science that should be indicated right up front in the summary paragraphs, then can we discuss it here rather than playing edit games by removing text without either edit summaries or discussion on the talk page?",0.0746642763260752,0,0,0,0,0,0
"I'm disappointed it wasn't a successful run, but it",0.07906924583949149,0,0,0,0,0,0
"""

Elvis... Crying in the Chapel  Feudalist  """,0.100028479937464,0,0,0,0,0,0
"Please refrain from adding nonsense to Wikipedia, as you did to Fisting. It is considered vandalism. If you would like to experiment, use the sandbox.   tlka",0.13173442566767335,0,0,0,0,0,0
"Elizabeth 

Hi lil romeo I am one of your biggest fans I really like you I always dream of you at night I would like you to come to Dallas Tx. to Ignacio Zaragoza and give a concert at this Elementary school I am in the 6th grade and I am 15 years old I want you to come and help me with my homework See you later I will write to you soon By",0.10215431684628129,0,0,0,0,0,0
"I removed the content, after it was tagged as uncited by Mattisse. If every commonly known fact need a cite because some editor-en passent wants to nominate for FARC, then it appears we have a problem. I very much suspect Mattisse's motives here, but frankly, I am too tired of her to be bothered to explore them. Perhaps one of her probabtionary mentors, more interested in her than I, would care to deal with this.",0.8481853641569614,0,0,0,0,0,0
Is Jeff Garcia gay or not?,97.54636287689209,0,0,0,0,0,0
"That wouldn't be sufficient; you need explicit permission to use text copyrighted by someone else under a licence suitable for Wikipedia.  Please read the guide to requesting and formalizing permission to use copyrighted works on Wikipedia.  Note that, in addition to copyright requirements, the article must still comply with notability guidelines, advertising prohibition and avoid conflicts of interest. —  (talk)",0.08387802517972887,0,0,0,0,0,0
The section is useful info and should stay - you are clearly wrong.,0.11686355574056506,0,0,0,0,0,0
"Comment So now we are stuck with a week of 200+ broken links. Since you acknowledge that the move was a mistake and not uncontroversial, will you please revert it? If anyone wants to dispute that the opera is the primary topic, they can do so under a proper requested move discussion, as they should have done in the first place. If you are not willing or able to do this today, I'll ask a another administrator to do it.",0.08768568513914943,0,0,0,0,0,0
"""
It needs to be included, in the context of 1993 as well.  I'll try and dig up some sources.  User Talk  Review me! """,0.08639980223961174,0,0,0,0,0,0
"Sprecher Brewery 

I took the tour this christmas when visiting my sister. We were charged an extra $1 for the glass. Their website may not be updated but that IS the current pricing.",0.08301060297526419,0,0,0,0,0,0
"iPad talk page 

Why did you remove that IP's edit to the talk page? It wasn't spam...",0.0946114247199148,0,0,0,0,0,0
"""

 Image 

 Image deletion warning Image:Metroid Prime Hunter title screen, top display.jpg has been listed at Wikipedia:Images and media for deletion. If you feel that this image should not be deleted, please go there to voice your opinion.
 16:31, August 31, 2005 (UTC)""",0.09795383084565401,0,0,0,0,0,0
The real personal attacks are the repeated undoing of my edits by everyone else.,0.3043368458747864,0,0,0,0,0,0
"the communist states ==

all three call themselves as the socialist states. communist is the word that westerner use. so should that name be changed?

==",0.22875668946653605,0,0,0,0,0,0
"Boze Hadleigh, a journalist, interviewer and writer primarily of gossip about homosexuals of Hollywood.",5.989919975399971,0,0,0,0,0,0
"Y2kgtp actually reverted the vandalism, I did not.",0.08140760473906994,0,0,0,0,0,0
"Yes, I have read them both, and I will now ask you to provide back-up for your story. Not that it matters in the least, the one religion is as bad as the other. But you better have some proof for your claims. ChatNoir",1.7756804823875427,0,0,0,0,0,0
"I think the error is that it is grams not kilograms. So 1.5 kg. I'm editing the article til we have a better result. If I'm wrong please change it back.  23:10, 31 Dec 2004 (UTC)",0.10054484009742737,0,0,0,0,0,0
"""
As he has asked admins not to comment, I will refrain from doing so. I did however remove a personal attack against him; if anyone wishes to discuss this action, please email me. &Windows; """,0.3509808564558625,0,0,0,0,0,0
"""
Can we compromise here? I don't think we have the budget for salmon, but (at least in the Netherlands) there is an """"in-between"""" fish, more affordable, that in Dutch was called """"salmon trout."""" So far, so good, S Marshall. Fortunately no one has yet discovered that you used to run drugs for a cartel or that you danced in a nightclub a la...Henry LaFarge, was it? in A Shot in the Dark? Ssshh, I'm not telling. Oh, I should ask you at your RfA about the proper use of  citation templates. Later!   """,0.6264188792556524,0,0,0,0,0,0
"Sorry, I am not sure how to take care of him.

He has quite the history, and actually has legal cases involving the Dayton Daily News.  Wikipedia is at risk if he edits any of those pages or any affiliated company.

The actual sockpuppet is 65.31.33.93, which is a puppet of hdayejr.",0.17765386728569865,0,0,0,0,0,0
"We can agree to disagree on the relative merits of the fish and the character, but the red seabream is part of family Sparidae anyway. So that's usage outside North America right there.",0.10253119980916381,0,0,0,0,0,0
"(...at which point I am predictably ignored and stonewalled, which seems to be the Wikipedia staff's official response to any direct questioning on the Justin Berry issue.  One might think they've hired Scott McClellan to handle their PR.  Clearly they are aware of the untenability of their position, and they're really hoping it will just go away.  Sorry guys, it won't.)",0.10054196463897824,0,0,0,0,0,0
"You need to prove notability using reliable sources. Just because it has some festivities (how large are they? who organized them?) in part of a country doesn't make it notable. Also, you need to change your username; this one will probably be blocked soon for violating the username policy (no names of web sites/businesses).  (talk to me)",0.08943816646933556,0,0,0,0,0,0
You've also forgotten these Premier Leagues.... But still written in English.,0.08217859431169927,0,0,0,0,0,0
What a motherfucking piece of crap those fuckheads for blocking us!,99.73670840263367,1,1,1,0,1,0
""" 2010 (UTC)
That's because when I made those tables, I classed everyone as """"independent"""" unless I could confirm their party identification.
According to this, the DLP intended to run in all 17 constituencies.  According to this they had at least 5 candidates.  I've only been able to identify two so far, so we do need to identify more.   03:19, 1 December""",0.08466052240692079,0,0,0,0,0,0
"You sir are an imbecile, and a pervert.",99.73088502883911,1,0,0,0,1,0
"recaptcha 

1 it isn't defamatory
2 it relates to a computer system not a living person

ReCAPTCHA forces users to solve the Captcha to access whatever the service in question is. Forced labor is the definition slave labor, i am going to revert your reversion, please do not do it again or i will report you for vandalism also please don't send me threatening messages tia 94.168.204.89",1.7833104357123375,0,0,0,0,0,0
"Infobox hurricane season 

It's pretty much complete. I need to make some documentation, and possibly tweak things that may pop up. You might want to test it out, so if there are questions or suggestions, I can go ahead and address them.",0.07774438126944005,0,0,0,0,0,0
Show me where on Wikipedia it says the table width has to be 70% wide Collectonian. Why can't you answer my question?,0.08690253598615527,0,0,0,0,0,0
"Why was this article marked for fixing? I was hoping that there would be some guidelines here on the talk page, for further research and edits. The article looks okay to a cursory reading by a non-Wiki reader.",0.07869056425988674,0,0,0,0,0,0
"""

Castro-lite
WebLuis continues to revert to his watered-down, preferred image of Castro. He has not backed up his edits with any facts, only whined about """"personal attacks"""" (some nonexistent) and empty statements.  04:56, 25 Mar 2005 (UTC)""",0.28347258921712637,0,0,0,0,0,0
"Antonov revert 
If you didn't like the red-link removals, why don't you just add them to the table I made? Also, you reverted the edit where I only added the logo of Antonov (it said so in the edit summary).",0.08134785457514226,0,0,0,0,0,0
"I never edited the content of your comments, please correct your false accusation.",0.15032521914690733,0,0,0,0,0,0
REDIRECT Talk:José Manuel Rojas,0.10722450679168105,0,0,0,0,0,0
"I agree that it shouldn't but clearly it does. The media make spouses household names. There's nothing we can do to stop that. But, as Jim rightly points out, Rein is more notable than some political spouses because of her prominence as a businesswoman and that potential conflict of interest (which she is trying to avoid). Nick",0.10794361587613821,0,0,0,0,0,0
This represents your immaturity and consistence at disruptive behaviour. — | talk,0.09150268160738051,0,0,0,0,0,0
If you feel that I am acting in manor inconsistent with my responsibilities you can post something at Wikipedia:Administrators' noticeboard/Incidents.  If you want to make changes to University of Wisconsin–Madison and you have reliable source references to support those changes then post the references with the changes.  This Tutorial may help with references. If you have more questions just ask.,0.07874448783695698,0,0,0,0,0,0
"Part of editing for an encyclopedia is reducing extraordinary claims to ordinary fact
I assume that this is meant in a derogatory fashion? 194.81.33.9",0.10168444132432342,0,0,0,0,0,0
"CfD nomination of Category:Wikipedia administrators
I have nominated  for deletion. Your opinions on the matter are welcome; please participate in the discussion by adding your comments at the discussion page. Thank you.   ☎",0.09111336548812687,0,0,0,0,0,0
